,Text
1077,"California: Covid cases around 2500, finally starting to die down but with mask mandates and distancing rules. 

Florida: it’s Easter, god did not create covid, it will not apply to us. Please pack in on this beach for our service and do not wear a mask. Cases are at 6,000. 🙃"
1078,@saamk1324 @GovRonDeSantis Wearing a face mask may limit exposure to respiratory droplets and large particles and may help prevent people who have COVID-19 from spreading the virus. KEY WORD “may”.
1079,@jcmeyer72 @FrankTrej Ive had it maybe 3 times but CoVid is much worse than the flu 4those it infects badly. It causes immune response overreaction whc causes cytokine storm &amp; drowns u on ur own fluid or causes massive blood clots due to clotting mechanism gone wild-Also neuro effects like smell gone.
1080,"Con las dos dosis de la vacuna de ARN mensajero contra la COVID-19, las personas sin síntomas mostraron una reducción del 80% en riesgo ajustado de dar positivo en la prueba de la COVID-19 después de la última dosis. @GFarrugiaMD @Pollock_BD #MayoClinic https://t.co/RxZs9ZKMjj"
1081,@dnrcat Yeah I’m shocked at how ppl talk abt him in regards to CoVid stocks! Like he’d block a cure! WTF And u have the theatrical Rand Paul! Ha! Purposely ignoring what he knows as a physician for political gain IS the theater
1082,"@dnrcat Oh so u definitely KNOW. Im right under JAX &amp; they ALL know the loud mouthed NY Italian nurse who won’t shut up.  “Oh after Nov 3rd it’ll go away!”
REALLY so the WHOLE WORLD won’t have CoVid after OUR election?” Some literally said “Oh I did not THINK of that” NO U did not THINK"
1083,@WalshFreedom Yeah that little thing called Covid has killed so many people just a little teeny story🤦‍♀️
1084,@plasticcreep I think it will take yes 4 big cities like SF &amp; NYC 2get back what was lost due to CoVid. Im all 4 precautions but they went drastic. In Florida it’s as if “what pandemic?” 100% back 2 normal for months now. My family was just here from NJ &amp; felt like they were on another planet
1085,"26 hrs later &amp; NO side effects from #PfizerCovidVaccine Get vaccinated 2stop mutants 2get back to life- don’t be a 
pu$$y guys- I know how guys hate needles- I use to slap them first B4 I darted them 2 confuse them- so ask ur nurse to smack u right before 😎 #CovidVaccine #COVID"
1086,"This is real 🤣🤣🤣 
#COVID #masks https://t.co/sDyWqm1BR4"
1087,"@elijahdaniel I'm so sorry Elijah no one should have to live with these post symptoms just having Covid and surviving should have been more than enough so many did not survive, it's just all been so much. If u need ANYTHING I'm here. Nana loves u Elijah🧡❤️💛💜🤎🖤💚🤍🧡💙"
1088,@humblceo @Tickeri @HUMBL_IR have u made a deal with #EDM festival organizers?@insomniacevents @tomorrowland etc? Now they need handsfree payments 4 sure 😎 10 billion $ + industry (or more) that will roar back after CoVid! #plur #edc  #humbl $hmbl #tsnpd
1089,@11_vangogh @SkylersStocks Thanks! I sold it on some major day time shows etc... time to try 2 get consistent exposure. Investor was creating reality entrepreneur show he wanted me on &amp; that WAS my plan 4 growing brand but now it’s on hiatus due to CoVid. Plan B- pay for it 😇😇😇 Thanks!
1090,@RealChangeUK1 @AndrewYang @Publix During a pandemic a company like Amazon should have from the start ensured those essential employees they WILL get extra SICK days &amp; not have to use their ONE week vacation if they get CoVid in Amazon warehouse.
1091,"@saadpb CoVid has totally changed the atmosphere sadly- very few tourists, lots of homeless on streets again... breaks my heart 2 see my beloved City like this! But maybe Covaxin could help speed up recovery! Then yallah!"
1092,Celebrating my first COVID shot.  #beeroclock smooth creamy and strong. - Drinking a Ghost In The Machine by @parishbrewing @ Brewz Bartram Park  — https://t.co/dyFRmtgVWp
1093,Taster 3 of 4 - definitely a sour.  Celebrating shot 1 of my COVID vaccine - Drinking a RubyRosa by Mocama Beer Co. @ Brewz Bartram Park  — https://t.co/qrHB9fZev6
1094,Taster 2 of 4 - definitely a sour.  Celebrating shot 1 of my COVID vaccine - Drinking a Pêche by @uneannee @ Brewz Bartram Park  — https://t.co/HWJDfNsJOv
1095,Taster 1 of 4 - definitely a sour.  Celebrating shot 1 of my COVID vaccine - Drinking a Clothing Optional Key Lime Pie by 81Bay Brewing Co. @ Brewz Bartram Park  — https://t.co/rcqGhcGVIl
1096,@RealChangeUK1 @AndrewYang The CEO buys 150 million dollar house but won’t give employees days odd I’d that get CoVid in the warehouse- yup great guy. They had to revolt 2 get a week of CoVid pay if they got sick.
1097,@Ronsicle_ @AndrewYang They PAY minimum wage &amp; would NOT give them CoVid days if sick! They had to use their ONE to TWO weeks vacation! They revolted &amp; they bent &amp; allowed a week I think for CoVid. Don’t get 2 philosophical here- Amazon pays them shit.
1098,@nmaestas @RexChapman My covid card says I expire in 6 months.
1099,"@AJMovieMaker @StephanieGiesb1 @ksorbs Not really.

Both of my daughters had COVID and never missed a day of work.

I also have two lifelong friends who’d be alive today if they’d taken precautions.

I’ve been vaccinated, wear a mask, and social distance.  As far as I’m concerned, I’m doing my part."
1100,"@AJMovieMaker @StephanieGiesb1 @ksorbs There can’t a worse example.

The Black Plague still exists.  Why is no one afraid? It can now be easily cured with ordinary antibiotics.  

With patience and good judgment, we’ll soon be in the same place with COVID.

Meanwhile, my mask and I have no fear whatsoever."
1101,"@ScottStricklin does not have the balls to fire Mike White at the moment!!!! Should Coach White be fired, probably yes. Regardless of Covid or any other factor.  The question is who to hire? We want and deserve wins vs the Semies and in the NCAA tournament!!"
1102,"@TokenGoodGuy0 @mattgaetz Ignorance is bliss! Good español! But as u see, the rhetoric around CoVid w/ Kung Flu etc- words do affect weak &amp; disturbed minds who may act out on anti-immigrant sentiment so better to use words that aren’t charged."
1103,"@ElitePennyStoc1 1 more thing, many ppl with CoVid present with several sore throat &amp; fever. In a pandemic, they’ll check u for both CoVid &amp; Strep."
1104,"@ElitePennyStoc1 Oh no- feel better! Please look up “restrictive breathing”  on YouTube- inhale as kind as u can- HOLD IT as long as u can, release the air slowly. A MUST do if it’s CoVid to prevent pneumonia - keeps lungs expanded... I’m a nurse.. ask me anything if u need to ❤️"
1105,"Acabei de tomar a vacina pra covid-19, dirigi ~4hrs até St. Johns aqui na Florida, mas foi o jeito já está eu quero vacinar logo e esse foi o local mais prox q encontrei, fiz o agendamento na quarta-feira https://t.co/lcKeWxr7j1"
1106,@AmiRaveling @RepDanBishop @RandPaul RAND KNOWS people can still spread Covid even if vaccinated! But those people will not get very sick &amp; will not die if vaccinated. So we must mask up while we hurry up vaccinations &amp; reach heard immunity. THEN we takeoff our fuXKING masks! And he KNOWS THIS whc makes it worse!
1107,"Two days after my 2nd COVID vaccination and I’m feeling great!💗 I don’t feel any side effects and my arm isn’t even sore 💗 My key was lots of water and icing my arm. Hope you all have a fantastic day!
#GoodVibes
#SpreadTheLove❤️ https://t.co/r9hfV8Hvx3"
1108,@WhiteHouse @JoeBiden Amen President Biden !!!  The Quota was spot on My Sweet Joe !Tuesday I get my 1st COVID Vaccine and I am So Excited ! I’ve worried I would bring it home to mom 90 &amp; roommate  70yrs old. Thanks to you Sir I will be protected now. When we can I just need a hug from you Sir !🙏❤️🇺🇸
1109,@brayla72 @johnpavlovitz @LivLuvLaf5 I’m so very sorry for your loss 😢 We lost my mother-in-law to COVID also. It was so sad not to be able to say goodbye. I wouldn’t wish this virus on anyone. Prayers and hugs to you 🙏🏼💗🙏🏼
1110,"@UncleBillyMoney @RandPaul @TAMU @NIHFunding The one eviscerated was @RandPaul ... there is nothing more of a turn off than a man who uses THEATER 2hide his deceit. As a physician he KNOWS CoVid vaccines reduce morbidity &amp; can still Bspread! Guess people with transplants, HIV &amp; more aren’t equal @HIV_TID - check enzolitics"
1111,"@Helenhs @mad_whiteguy Just prepare to be incapacitated, especially after #2.  The reaction spectrum for the vaccine seems to be as wide as it is for COVID itself, but my wife was violently ill after the first Moderna.

I have #2 late Friday afternoon so I have the weekend to recover if necessary."
1112,This event is happening live online and in person in Jacksonville FL following Covid precautions. $5 stream tickets and $10/seat tickets are still available! https://t.co/Zel8uLTPdA
1113,@ShohamTxID @DC_ACP I’m an RN &amp; would love ur take on what @drgauravchandra at Enzolytics is working on. HIV &amp; CoVid cure to name a few with their patented discoveries. Currently in trials at @TAMU I believe. Could be groundbreaking.
1114,"@cleverwebber @Dorry_Segev @HIV_TID Hi Doc, I’m a RN. Have u heard what @drgauravchandra at Enzolytics are working on &amp; have patented? Cute for HIV &amp; CoVid to name a few. Would love ur take on their groundbreaking discoveries. They’re working with @TAMU currently."
1115,"Just a thought . . . I wonder how many of those who say they won’t get the Covid vaccine . . . actually already have or will?
#CovidVaccine"
1116,Leap Idea: $BUD and $TAP have yet to recover Covid lows. Charts are pukey but it could be Miller Time as sports start to slowly welcome back fans
1117,@astrosCTH Did you see all the guys that won’t be ready from covid/missed time.  Sure thing
1118,"@GovMikeHuckabee That wouldn’t be the Trump who had nothing to say about about COVID during his 2+ months as POTUS after he was ousted—would it?

You are truly without an ounce of honesty or scruples."
1119,#theplayers was canceled after day 1 last year due to covid. So grateful to be in a state where we can get back to it! @GovRonDeSantis @JimmyPatronis Thank you so much for this! https://t.co/AMrChRKxgJ
1120,I’m an American: Poll: Biden Approval 62% On Handling Of COVID-19 Pandemic  - https://t.co/5MH7QtRfBD
1121,"The @gateriverrunjax is quickly approaching - I have one week to get my act together!!! COVID certainly put a damper on my race life, but I am slowly creeping back to my average pace- this week will be my first race in a year 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ https://t.co/rfVHtdvqMG"
1122,"Cordialmente los invitamos a todos a: Mitos y Realidades  de la #vacunación contra la #COVID-19.   Jueves,11
de marzo, 2021. Horario: 03:00 p.m. en #Centroamérica y  04:00 p.m. en #Panamá. HACER CLIC PARA REGISTRARSE: https://t.co/VAJGL1TQC8 https://t.co/fvpca3Lg8m https://t.co/S72bZuQz9s"
1123,"Cordialmente los invitamos a todos a: Mitos y Realidades  de la #vacunación contra la #COVID-19.   Jueves,11
de marzo, 2021. Horario: 03:00 p.m. en #Centroamérica y  04:00 p.m. en #Panamá. HACER CLIC PARA REGISTRARSE: https://t.co/gZxYxP6CO0
  #MayoClinic #Unityseguros https://t.co/fvOD7GlJjY https://t.co/oBcevmQsbp"
1124,@pamelahallphd Hope that's the covid whack you get.. Congratulations on vaccine ✌️💛✌️
1125,@ShawnHarder1 @GretaLWall And?  He said before elected he had a plan. I’m good. Covid isn’t going to zero. Been traveling since May. Floridian but to CA a few times and NY six. Common sense works.
1126,@ShawnHarder1 @GretaLWall Hahaha.  Stop it.  Bad policies is a problem. Covid is a year old.
1127,@donwinslow Just got my COVID-19 Johnson and Johnson shots from a fema tent walked in walked out one and done!
1128,@amyallantdf Hey I just got my Johnson and Johnson Covid shot literally walked into a Fema tent and got it and walked out crazy. Glad I got it don’t have to worry about a second dose will keep you posted on any side effects❤️❤️
1129,MCP 60 Seconds With @Pollock_BD on Predictive Analytics in COVID-19 https://t.co/QrgkCuwuXX via @YouTube @henrytingmd @SeanDowdy1 @djkor1 @Rickey_Carter https://t.co/3LTkURjX8B
1130,"Talk about right place, right time!! I had to run to the store real quick for and the cashier asked me if I wanted the COVID 💉. I said “yes!!!” They had 6 cancellations so yours truly was a beneficiary!  And it’s right down the street from my home! #VibrantLife #covid19vacccine https://t.co/uIqfw0DTup"
1131,Friends tested positive for Covid (: A week before Miami trip
1132,"WHY TEXANS?  WHY DO YOU KEEP VOTING FOR THESE LIARS LOSERS AND COWARDS?   THEY HAVE FAILED YOU MISERABLY. Your governor no longer cares if ever did about you or your family or your chances of contracting covid.

THEY NEED TO GO! https://t.co/h0q5gaykSS"
1133,@SHSUMom99 @GovAbbott Hahaha. Covid crazy.  Data and science. Right?  Compare FL and CA.  Lockdown vs not.
1134,"Family, Friends Share COVID-19 Victims' Favorite Songs  - https://t.co/nckeSAHgdf"
1135,Por ejemplo @arebollon podría proporcionar % de recuperados por circuito. @MINSAPma👂 Inmunidad rebaño=recuperados+vacunados. Ergo  circuitos con menor % recuperados podrían considerarse de mayor riesgo de presentar nuevos caso #covid y por lo tanto mayor beneficio con la vacuna. https://t.co/0f2tXhHE9B
1136,"@GeorgeASharp @SportsCardsTVMe One of these days &amp; it’ll be my treat ❤️🎉😎 See u at the in person #HUMBL shareholder meeting! (Be gone CoVid, we want to party!)"
1137,"@FLOTUS This was a beautiful tribute to the 500,000+ men, women, and chid who have lost their lives to this horrific Pandemic !!! COVID has taken many loved 1s  yet we persevere ! Thank you Both for making America Good Again !  I have Missed It 😥 I may be a no body but I need a hug too."
1138,@altNOAA @RonDeSantisFL His plan is to make as much money as possible and if lots of people die because they can’t get the Covid shot oh well be sure that all the businesses are wide open and that his family is safe. Yes I live in Florida I can attest to our lives here.
1139,"@nypost So, .001% of the US population dies of COVID and you tell us two third or 200,000,000 people know one of those 500,000.  Doesn’t make sense."
1140,"@aeconer @business The current data shows that 94% of COVID deaths had an average of nearly 4 comorbidities, many of which were lifestyle/nutrition related. 

It’s now been a year. You can turn your health around drastically in a year. Why haven’t we heard a peep about lifestyle and nutrition?"
1141,@aeconer @business Per capita we do not.  What a Jack wagon.  Data is out there.  China.  Denied access early on. What a fucking Covid crazy toolbox.  My dad who is 80 enjoying a beer indoors at a brewpub in FL.  I don’t deny Covid is real.  It’s not deadly to the general population. Not April https://t.co/j6VSji5ssf
1142,"@SportsCardsTVMe @jwrightbet @RealGod_Father I appreciate that ❤️ I jumped into stocks only after my mother had CoVid as now she can’t walk, may lose her foot &amp; will need intense rehab if I’m to get her 66 year young life some quality again 🙏🏼🙏🏼🙏🏼 $ENZC $TSNL $CCIV $WDLF just might allow me soon to give her the best 💗"
1143,"I believe a greater challenge for the church as we move through this pandemic era is not primarily COVID-19, but the rampant loneliness that has developed &amp; grown among many. Loving our neighbors means we must lean into this story. God is greater than loneliness."
1144,"@drgauravchandra @ChrisCuomo Fauci must know abt this...pls get an interview, I’m a nurse &amp; this is revolutionary if it pans out. @CNN @andersoncooper @NIH @NIAIDNews @NIAIDBioIT @maddow Someone HAS TO interview Dr. Chandra of #enzolytics #CoVid #HIV #CNN #MSNBC @BBCNorthAmerica"
1145,"It’s 2029, Brady just won his first Super Bowl with the Browns, The Republic of Texas elected its first President, and Fauci says that double-masking for 5 more years should slow COVID spread enough that restaurants can re-open."
1146,"@MSNBC Your report is complete garbage.  Seniors received priority because they are at the most “risk” of suffering from COVID. And, by the way, all our schools are open.  If you like, tomorrow I’ll video kids coming home from school.  Your viewers might enjoy it."
1147,"A new study suggests feeling COVID-19 symptoms might actually be COVID-19 and not side effects of the vaccine.... Hmmmm

Study: COVID-19 symptoms may be mistaken for vaccine side effects  https://t.co/IHA9edCXed"
1148,"My chiro said a patient came in crying, her father had gotten his second COVID shot and collapsed minutes later in the parking lot. He was admitted to the hospital for head trauma and died 3 days later of “pneumonia”. It’s never the vaccine is it. 😒"
1149,@FoxNews Who abandons Their dog in an ice storm? As for what happened in New York it happened everywhere because a lot of the people did not know if it was Covid or pneumonia. So yes I vote for the dog story💁‍♀️
1150,Just your typical daddy-daughter end-of-COVID-quarantine date night. It was a feat to get her to look away from the iPad. ❤️ https://t.co/BOmVpPaq8N
1151,@PatGodwin Pat you ever going to come to florida at least we are open nobody believes in COVID we all just take vitamins daily it’s the good life
1152,@GeneFrenette @OspreyMBB COVID didn’t “strike”! More mindless bureaucracy “struck”! No one is sick.  Play ball!
1153,Hey @OANN instead of covering worthless celebrity BS can you pls explain to the public that when you are injured by the covid v@x you cannot sue the manufacturer? Do you know about the 1986 ACT? Do you understand the prep act? We know.
1154,Only idiots would fall for this. He failed at COVID and got booted out https://t.co/O2dEQPNhsS
1155,@MelissainJax Just listening to Monday's program: so thankful for the orderly process of Covid-19 immunization in Clay County.  Great cooperation among agencies here.
1156,"@Savageserene_ Hope it happens. Reminds me of when I tried fundraising for a 5k I was gonna run. Nope, Covid."
1157,I'm definitely all in my feelings right now. Damn you Covid-19!! We are suppise to be celebrating 19 years on the Set! We live our bike family and want to keep them out of harms way! Aint no party like a Foxy Party!
1158,Feeling thankful 😊. Just got my Covid vaccine 1st dose.
1159,Love my quarantined little digital learner. #wearyourmask #covid_19 https://t.co/yDQjYI8796
1160,@MaryKGal @Blog_Mickey After killing 50 million people and infecting most of the world who then build up immunities to it. Again without people the vaccine COVID isn’t going to suddenly turn a corner like most past pandemics.
1161,"Congratulations @Dev_Sanghavi, @JasonSiegelMD et al. Such an amazing team. So proud to work with all of you. #Telemedicine #criticalcare in #covid #advancepracticeproviders #mayoclinicfl https://t.co/ty1DPKen2v"
1162,@CanAditude @CameronJoseph76 NOTHING BUT CRAP 💩 DUDE !!!💩. The COVID VACCINE WILL SAVE LIVES &amp; YOU KNOW IT BUT ARE JUST TOO PIG HEADED TO ADMIT IT !!!!!!! So please leave us alone !!! OK 👍
1163,"@ILAAAInvest @InsidrFinancial @GeorgeASharp Ru talking abt Alex or George? In ur opinion, do u believe in $WDLF &amp; $GTLL? 
I’m new &amp;  need good stocks as I’m trying to help my mom who will lose her foot due 2 CoVid &amp; a some1 forcing me to put her in a nursing home! She’s only 66- I will make $ &amp; take care of her HOME 🙏🏼🙏🏼🙏🏼"
1164,@dicedealer1313 We all are. And we’re stuck in the house because of Covid and the weather conditions. It’s not easy all we can try to do a support each other and try to get out in nature when we can. Eventually as they say this too will pass...
1165,@Eric_Michaelis I see what you are saying but I sadly don’t think covid is going anywhere. Punishing Floridians whose jobs depend on tourism isn’t the answer.
1166,@below_level I’m all about everyone going into quarantine to just wipe out this thing.  I don’t think it will ever happen because people are selfish.  Restricting travel to this state will only punish the people of Florida and we will still all have and spread covid
1167,@Sarah_Katilyn forget covid I need my lashes to look like that!
1168,"@Jamesdean1966 @HUMBLpay Hi James, do u know people at HUMBL? U seem to have the best updates! Letting u know that, aside from my own research, your updates give me the most hope that this really is all it’s said to be. My mother will likely lose her left foot due to CoVid, I’m an only child, &amp; this....."
1169,2nd dose on board!! 👊🏻High kickin’ Covid in the nut sack!!! 🤸‍♀️🤸‍♀️ @ Baptist Medical Center South https://t.co/Az2zLrrasA
1170,"7,586 is the daily average number of positive covid-19 cases.  Given that the governor suppresses the number of cases as well as deaths and that the numbers released are on an average two week delay, where the hell does that leave us Floridians today? Who will tell us the truth?"
1171,"Household incomes up, but we are going to keep sending checks out to the masses.  1.9T covid bill is way excessive.  Some are making more sitting home vs seeking the open jobs in the economy. https://t.co/B31o7lHn4J"
1172,Pretty sure everyone still fighting the still broken unemployment system will not be voting for him. Nor will the family members of thousands who have died from Covid.  So not sure where you are getting 54% https://t.co/1qhzv2h1kM
1173,Books take us where we can’t go!# COVID-19 release #mindwandering https://t.co/PffEFrUELE
1174,@meugenia1510 Allergia a Penicilina no es una contraindicación para la vacuna contra el COVID. Si está contraindicada en alérgicos al polietilenglicol/ PEG.
1175,"We’re getting you ready for your Saturday on @actionnewsjax w/the latest on:
 -2 COVID-19 vax sites are opening today in some of our underserved communities
-The search for a missing boater last seen near the Buckman Bridge 
+ Your #FirstAlert Forecast &amp; more! https://t.co/4hUPewvrOk"
1176,@AlexDelarge6553 $7 from every Gold belt helps kids with cancer..... I’m a nurse &amp; the founder of chaity (little boy in photo Matteo) follows me.... Help me raise even more for the charity. He did a TED Talk at 9 yrs old &amp; Ellen invited him B4 CoVid! https://t.co/0VoKd31iKG https://t.co/fUGKOuCM5j
1177,@13cr__ I’m getting over Covid and mine hasn’t left my side in two weeks
1178,"@google_me_now0 @chamath @MrZackMorris @SpacGuru I have some shares but now I know not enough! UR question made me dig even deeper &amp; wow..... if this is run correctly, this will be a disruptor in many ways. Post-pandemic we will live differently, we will want tele-health, medicate FINALLY approved it due 2 CoVid... tech ..."
1179,@SpacGuru @josh__1111 Thank u❤️ CoVid wrecks havoc on blood vessels/clotting system 4some- my mom was 1 of those who it happened to.  She survived the virus but the aftermath- I can’t even think abt it if they have 2 amputate. Bsafe out there..We all need 2 come out the other end. Wealth w/o health 👎🏼
1180,"@SpacGuru @josh__1111 Oh God I’m so nervous! My mother, whom I take care of, may need foot amputated due to CoVid &amp; will need 24/7 care. Making some real $ would really help! (I have a biz 2 but takes long 2 turn a profit). Thank u honey 4 ur kind words &amp; alleviating my nerves a little!"
1181,"@StockLizardKing @ChrisRandone @yatesinvesting @thedesertwolfe @Lord__GECKO @StanTradingMan @The_RockTrading @Ultra_Calls @MrZackMorris @PJ_Matlock @DipDeity @Hugh_Henne @alexcutler247 @ACInvestorBlog for 1, mother may have foot amputated due to CoVid &amp; I take care of her &amp; if my $34K turns into much more..... mental freedom. I’m also a nurse- 9/11 rescue worker (I have my ID from that day- just saying I’m not a bad person).... let me know if I can hire one of u. Too nervous!"
1182,"@greggutfeld so keep seeing these videos from army doctors saying the whole Covid shit is just a flu and that blacks are 80% deficiency in vitamin “D”
And whites 45% so the component between the survival is D   Don’t see this anywhere on Main stream media so living in Florida."
1183,#COVID has changed many things...it has disrupted our #MICU family to its core like nothing I have seen before. We grieve... we hope one day we will heal...we hope nothing like this happen again. No más!
1184,@MissTyree8 I've posted many times I will refuse the vaccine Hell no Studies proved that those that get it can transmit the virus to others after being  vaccinated tells ya all you need to know. The actual studies show it's only 66% effective in preventing Covid. And 17% with variants if any
1185,This is how to comfort friends during Covid.
1186,@DanAndShay Keep them coming......you have saved the covid long days....#I should probably go to bed
1187,"This is the outcome of Covid and many more are on the verge. The lower income households need help. Restaurants down . 

""Residents of makeshift homeless camp say they were told to move by Monday"" https://t.co/LKZwYvIa9n"
1188,"@DavidNYC1993 @RevShark @TheStreet What about the lawsuits due to the mergers I just read about? Anything to worry about with buying in? I’ve been hearing abt Humanigen (CoVid treatment) as I’m a nurse so heard someone talking abt it. Any thoughts on it? (I’m not too seasoned so if any of u have time, let me know)"
1189,"The final stop on our vaccination tour is with the folks in Green Cove Springs in Clay County, FL. 

Over the last 3 days, I’ve criss-crossed the district to learn about COVID plans and I’ll take what I’ve learned back to D.C. to ensure smooth operations continue. https://t.co/ahsRNU1nVt"
1190,@DavidZahniser @whereishayley Not only that but it exposes them to lots of people who may have Covid and not be aware. This whole thing is so disorganized. I can’t wait for Biden‘s commission to get it straightened out. It’s like this in Florida also...
1191,"that will premiere on Thurs, January 28, at 9 PM ET/PT on BET and BET Her. You´re invited to watch this special 30 min program that provides helpful and factual information for viewers looking to learn more about COVID-19 vaccines. Find more info here: https://t.co/jJBo6IE2cg"
1192,"Drs. Kimberly Manning &amp; Carlos Del Rio of Emory University sat down with Tyler Perry to discuss COVID vaccines before giving him his first dose. Tyler has done a special documentary called “COVID-19 Vaccine and the Black Community A Tyler Perry Special,”"
1193,Since when did they have covid sniffing dogs?!
1194,"@LA_SassyPants @GovRonDeSantis Keep the faith...even just among my neighbors, family and acquaintances, 8 in their 80s have gotten covid and every one has had an amazing recovery with no sequelae at all."
1195,Agradecidos a los colegas de #Mexico lindo y querido por la invitación y las importantes preguntas de temas de actualidad #COVID. Contento de representar a #MayoClinic en esta sesión. @DoctorQMd @KentThielen https://t.co/Pjjcatzb1A
1196,When you look at the COVID-19 pandemic what lens are you wearing? Join this webinar by @NIH_ORWH that explores the pandemic and policies through a sex-and-gender lens with focus of underserved communities where women are especially vulnerable. Register at https://t.co/JIxEdWZUXL! https://t.co/aOD3hOW0GM
1197,@NavyVeteran14 @ksorbs So Trump is cause for Covid? Did he cause deaths in nursing home/LTC facilities in NY? What is Biden going to do to cure it? #godblessyou #educateyourself #GodBlessAmerica
1198,"@drpichel Participamos en el estudio doble ciego randomizado y controlado. Observamos la reducción en hospitalización, necesidad de ventilación mecánica y mortalidad #covid. La #colchicina estaría muy bien para los panameños buscando #medicamentosviejosbaratos para reutilizar"
1199,"Read what members of our @NationalMedAssn  Task Force are doing to address vaccine hesitancy.

Black doctors' group takes aim at Covid-19 vaccine hesitancy
https://t.co/B2G6RmcdN4

#NMAOnCOVID19 #NMA1895 @McDougle2020 @NMAPresident"
1200,@Freedom58129117 @JoeBiden So sorry  ! There are those who follow the “RULES” &amp; those who don’t. If you work hard to STOP IT You won’t get COVID !!! Now that we have a President who takes charge We WILL BEAT THE PANDEMIC 😷 !!! AMEN 🙏
1201,".@POTUS, please address the horrific situation in nursing homes in your first 100 days. Residents and staff are &lt;1% of the population, but nearly 40% of COVID deaths.

Together, we can defeat this virus. Thank you."
1202,"@MINSAPma no todo es Pfizer, hay que buscar alternativas para el pueblo: 55mil enfermos, promedio de 40 muertes diaria. Proyectando 1200 muertos en Enero lo que equivaldría a 6 meses de mortalidad del 2020. Busquemos #immunidadderebaño  en #covid con #vacunas y no con muertes https://t.co/yPsP8Hp9k3"
1203,"Chest #COVID #Infographic for non-intensivist, very nice pearl. Si yo fuera diseñador gráfico y tuviera tiempo la traduciría a español y otros idiomas. https://t.co/H3oRbhNEH2"
1204,A light in remembrance of lives lost to COVID-19. #COVIDMemorial https://t.co/qGZlkpigTV
1205,"@AdrianC06892501 Yes. Last year was supposed to be in same place but WITH people, then Covid happened &amp; they canceled the venue&amp;did it online. This time they're apparently gonna allow people in (low capacity, but still). I'm so excited coz I thought it wasn't gonna happen, &amp; since I'm here...🥺❤"
1206,"Another COVID Convalescent Plasma donation in the bag. Literally. If you have #COVID antibodies, consider donating at @my1blood or another donation center. #COVIDー19 #ConvalescentPlasma https://t.co/NXmfeu8r1Y"
1207,@SouthwestAir Heading to Mexico soon. Will antigen Covid test be enough to board plane back home?
1208,"Join us Jan 18 at 12:30 as we celebrate the legacy of MLK in a panel discussion: Linking Inclusion, Diversity and Health Equity in the Time of COVID and Beyond. 
@NationalMedAssn President @McDougle2020 will be featured Register today: https://t.co/kiNCrSYEn7 @christianacare https://t.co/UuU3ESAPH3"
1209,"Great resource, I learned a lot! ⁦@PaulSaxMD⁩ NEJM — Covid-19 Vaccine Frequently Asked Questions (FAQ) https://t.co/0VCxgJH7PG"
1210,@LewTurner Same here. Had a Covid scare at work. Thank god I’m ok. https://t.co/ejIBpb5lX8
1211,"AT 5:30: Seniors express concerns with booking COVID-19 vaccines online. What officials in Clay and Duval counties suggest people 65+ do if they’re having trouble booking appointments online. @wjxt4 
https://t.co/OJUKjBRo8F"
1212,"Just got this text alert:
STJOHNSFL: St. Johns County is not scheduled to receive a new COVID-19 vaccine allotment from the State of Florida during the week of January 11. 

STJOHNSFL: SJC will notify the public immediately upon the receipt of additional vaccinations. @wjxt4"
1213,"AT 6: “It’s just dominating me this time around. I’m not getting better, which was not like the first time.”
A St. Johns County nurse is battling COVID-19 for the second time. 
What we’ve learned about COVID-19 re-infections on @wjxt4 
https://t.co/cYigWVXWOg"
1214,"@mikeriz12 U just agreed with me
“It’s not what puts you there, idiot. It’s what u die of”. She was put there for one reason, got COVID, and died of COVID. 
I guess we’re both in agreement that she died of COVID, even though that was not the intention of putting her in hospice."
1215,"Heartbreaking Update: Family of 52 year old Cheryl Bacon say she died of COVID-19 complications days before the New Year. Her daughter’s message for other families impacted by the virus at 5:30pm. @wjxt4 
https://t.co/8Dxvd3hYqW"
1216,"@mikeriz12 This may be the stupidest argument I have heard. You literally wrote it yourself. She died from Covid. If a bomb went off at the hospice, do you think they would have said all the patients died from cancer or old age?  No, they would have been classified to die from a bombing."
1217,@JoeBiden I’m a Nurse working the Frontlines of COVID. We All Are So Tired Cried  Out &amp; Worried abt Ourselves  Getting the Virus or Taking it Home To Our Families !!! If Anyone Thinks This Is Not REAL Come Work A Day In Our Shoes. I Don’t Think You Would Last  A 16 Hour Shift &amp; 10 Deaths
1218,@Bobsie1964 @JoeBiden Yes. People are doing all the wrong stuff. Not warning masks not traveling not gathering in large and hand washing !!! These are the Contributors of of COVID-19. If we could follow these guidelines we may get it under control !!! We All Need To Stop Fighting abt this &amp; do it 🙏😷
1219,Have questions about protecting Black communities from COVID-19? Get the facts 7pm this Thursday: https://t.co/Luc1aihup7
1220,@AZGOP Working class??? Trump would NOT LET U PEOPLE in his hotel! LOLOL!!! Working class? How did that tax break go for you? Working class? Purdue and Loeffler made MILLIONS on CoVid INSIDER TRADING. U R sick in the head. GOP NEVER was for working class.
